[02:47:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:48] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:48] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3278, attrs=[AT,DA], result=2400
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=268, attrs=[DP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2217, attrs=[CA], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:51] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:51] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3278, attrs=[AT,DA], result=2400
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=268, attrs=[DP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2217, attrs=[CA], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:57] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:57] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[03:00:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[03:00:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[03:00:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[03:00:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3278, attrs=[AT,DA], result=2400
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=268, attrs=[DP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2217, attrs=[CA], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[03:00:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[03:00:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
